"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 01 17:01:47 EEST 2022","Fri Apr 01 17:02:22 EEST 2022","34528","","tests.CoffeemaniaAuthorize","","tests.CoffeemaniaAuthorize","autorizationTest","autorizationTest()",""
